root_a,english_a,root_b,english_b,distance,placed
feks,rug,vegz,rear,3,neither hand placed
feks,rug,figz,concept,3,neither hand placed
darv,ruin,talf,interrupt,3,neither hand placed
darv,ruin,dolf,joint,3,neither hand placed
darv,ruin,tolv,quality,3,neither hand placed
drun,rumble,trom,spectrum,3,one hand placed
drun,rumble,troq,surge,3,neither hand placed
fetx,rumor,vedj,vegetable,3,one hand placed
fetx,rumor,fidj,dignity,3,neither hand placed
blom,rust,pron,comply,3,neither hand placed
blom,rust,droq,threshold,3,neither hand placed
blom,rust,braq,amuse,3,neither hand placed
blom,rust,plaq,habitat,3,neither hand placed
blom,rust,dram,human,3,one hand placed
blom,rust,plan,plan,3,one hand placed
blom,rust,bran,predator,3,neither hand placed
blom,rust,plun,cushion,3,neither hand placed
blom,rust,drum,drum,3,one hand placed
blom,rust,pluq,oppose,3,neither hand placed
sebz,sacred,zeps,motive,3,neither hand placed
sebz,sacred,zidz,adventure,3,neither hand placed
sebz,sacred,sips,corn,3,neither hand placed
jend,saddle,xint,investigate,3,neither hand placed
jend,saddle,xant,ancient,3,one hand placed
fras,sail,vrez,regulate,3,one hand placed
fras,sail,vroz,patter,3,one hand placed
kadj,salad,ketx,disaster,3,neither hand placed
kadj,salad,kotx,offense,3,neither hand placed
brix,saliva,drec,gender,3,neither hand placed
brix,saliva,drej,jumbo,3,neither hand placed
brix,saliva,plex,tremble,3,neither hand placed
wegz,sanctuary,wiks,hump,3,neither hand placed
sand,sand,zent,citizen,3,one hand placed
glom,sap,kron,flake,3,neither hand placed
glom,sap,klan,claw,3,one hand placed
glom,sap,klaq,instruct,3,neither hand placed
glom,sap,gran,slit,3,neither hand placed
glom,sap,graq,yuck,3,neither hand placed
glom,sap,gruq,arch,3,neither hand placed
glom,sap,klun,community,3,one hand placed
glom,sap,grun,grow,3,one hand placed
glom,sap,kluq,ointment,3,neither hand placed
drep,sarcasm,trit,puncture,3,neither hand placed
drep,sarcasm,trat,tight,3,one hand placed
drep,sarcasm,trab,tribe,3,one hand placed
braf,sarcastic,plav,tilt,3,neither hand placed
braf,sarcastic,prev,compatible,3,neither hand placed
braf,sarcastic,drec,gender,3,neither hand placed
braf,sarcastic,drev,nipple,3,neither hand placed
braf,sarcastic,plef,stem,3,neither hand placed
braf,sarcastic,plof,smear,3,neither hand placed
braf,sarcastic,prov,spade,3,neither hand placed
freq,satire,vrin,pheasant,3,neither hand placed
freq,satire,vrim,tremor,3,neither hand placed
freq,satire,vram,insight,3,one hand placed
freq,satire,vran,seductive,3,neither hand placed
Catx,satisfaction,vadj,advise,3,neither hand placed
Catx,satisfaction,zadj,motor,3,neither hand placed
Catx,satisfaction,cadj,spark,3,neither hand placed
Catx,satisfaction,jadj,spoon,3,neither hand placed
Catx,satisfaction,Cedj,herd,3,neither hand placed
Catx,satisfaction,Codj,domestic,3,neither hand placed
jedj,sausage,xetx,wax,3,neither hand placed
jedj,sausage,jitx,whisper,3,neither hand placed
sev,save,zif,heart,3,one hand placed
xoks,scar,xugz,scandal,3,neither hand placed
kleg,scarce,krak,crack,3,one hand placed
larb,scarf,lold,crucial,3,neither hand placed
latx,scarf,radj,skeleton,3,neither hand placed
latx,scarf,ledj,theory,3,one hand placed
latx,scarf,lodj,athlete,3,neither hand placed
blup,scatter,drub,grin,3,neither hand placed
blup,scatter,plot,afterward,3,neither hand placed
blup,scatter,drop,crotch,3,neither hand placed
blup,scatter,brob,decimal,3,one hand placed
blup,scatter,plob,transform,3,neither hand placed
midz,scene,nits,level,3,neither hand placed
midz,scene,nebz,cousin,3,neither hand placed
damp,schedule,dent,demon,3,neither hand placed
damp,schedule,dont,original,3,neither hand placed
glin,scholar,kriq,care,3,one hand placed
glin,scholar,klem,claim,3,one hand placed
glin,scholar,kren,disperse,3,neither hand placed
glin,scholar,greq,hazard,3,neither hand placed
glin,scholar,kleq,resemble,3,neither hand placed
spem,scorn,stin,elastic,3,neither hand placed
spem,scorn,stiq,squish,3,neither hand placed
spem,scorn,stan,invoke,3,neither hand placed
spem,scorn,staq,toil,3,neither hand placed
brin,scorpion,plim,kangaroo,3,neither hand placed
brin,scorpion,pliq,siege,3,neither hand placed
brin,scorpion,dreq,cork,3,neither hand placed
brin,scorpion,prem,exterior,3,neither hand placed
brin,scorpion,drem,indulge,3,neither hand placed
brin,scorpion,preq,uncertain,3,neither hand placed
tadj,scratch,tetx,ordinary,3,neither hand placed
tadj,scratch,totx,attach,3,one hand placed
carb,screech,xalp,drain,3,neither hand placed
carb,screech,xald,fame,3,neither hand placed
carb,screech,falp,spider,3,neither hand placed
carb,screech,fald,worm,3,neither hand placed
carb,screech,xorp,determine,3,neither hand placed
carb,screech,forp,explode,3,neither hand placed
carb,screech,xord,fry,3,neither hand placed
carb,screech,xolb,indicate,3,neither hand placed
carb,screech,folb,ransom,3,neither hand placed
carb,screech,ford,silk,3,neither hand placed
gadj,screw,katx,council,3,neither hand placed
gadj,screw,getx,opening,3,neither hand placed
gadj,screw,gotx,suck,3,neither hand placed
plez,scroll,tres,trace,3,one hand placed
plez,scroll,triz,basin,3,neither hand placed
plez,scroll,traz,camouflage,3,neither hand placed
pleb,scroll,tred,trade,3,one hand placed
pleb,scroll,prid,humility,3,neither hand placed
pleb,scroll,trab,tribe,3,one hand placed
pleb,scroll,prad,whim,3,neither hand placed
carv,scrub,falf,acid,3,neither hand placed
carv,scrub,xalf,tension,3,neither hand placed
carv,scrub,folv,absurd,3,neither hand placed
carv,scrub,forf,announce,3,neither hand placed
carv,scrub,xorf,ceiling,3,neither hand placed
carv,scrub,colf,comb,3,neither hand placed
carv,scrub,xolv,fortunate,3,neither hand placed
carv,scrub,solv,pound,3,neither hand placed
carv,scrub,sorf,surface,3,one hand placed
djom,sculpture,txon,render,3,neither hand placed
djom,sculpture,txoq,voluntary,3,neither hand placed
djom,sculpture,txam,organism,3,neither hand placed
djom,sculpture,txum,tissue,3,one hand placed
malc,sea,narf,necessary,3,neither hand placed
malc,sea,nolf,danger,3,neither hand placed
hobz,seal,hups,port,3,neither hand placed
hodj,seal,hutx,itch,3,one hand placed
frev,seam,vrif,cranium,3,neither hand placed
frev,seam,vriC,wood,3,one hand placed
frev,seam,vraf,acorn,3,neither hand placed
Ceks,sector,cegz,extend,3,neither hand placed
Ceks,sector,vegz,rear,3,neither hand placed
Ceks,sector,jegz,shiny,3,neither hand placed
Ceks,sector,zegz,thunder,3,neither hand placed
Ceks,sector,Cigz,tick,3,neither hand placed
barf,secure,palv,alert,3,neither hand placed
barf,secure,dalv,midnight,3,neither hand placed
barf,secure,polf,drama,3,neither hand placed
barf,secure,bolv,exact,3,neither hand placed
barf,secure,dolf,joint,3,neither hand placed
barf,secure,bolc,jungle,3,neither hand placed
barf,secure,porv,thin,3,neither hand placed
barf,secure,dorv,tip,3,neither hand placed
sid,seed,zeb,party,3,one hand placed
sik,seek,zeg,police,3,one hand placed
fop,seem,vat,body,3,one hand placed
fop,seem,vab,vibe,3,one hand placed
fop,seem,vut,till,3,neither hand placed
glep,select,kret,secret,3,one hand placed
glep,select,grib,altitude,3,neither hand placed
glep,select,grit,hello,3,one hand placed
glep,select,klib,posture,3,neither hand placed
glep,select,grab,autumn,3,neither hand placed
glep,select,klat,cat,3,one hand placed
glep,select,grat,critic,3,neither hand placed
glep,select,klab,sparkle,3,neither hand placed
dep,self,tib,car,3,neither hand placed
dep,self,tit,miss,3,neither hand placed
dep,self,tat,sibling,3,one hand placed
dep,self,tab,stable,3,one hand placed
bak,send,deg,commit,3,one hand placed
bak,send,peg,sorry,3,one hand placed
bak,send,dog,stack,3,one hand placed
bak,send,pog,those,3,one hand placed
polv,series,tarv,fashion,3,neither hand placed
polv,series,talf,interrupt,3,neither hand placed
fev,serious,vif,bed,3,neither hand placed
graf,serum,klav,pimple,3,neither hand placed
graf,serum,krev,crave,3,one hand placed
graf,serum,klef,feeble,3,neither hand placed
graf,serum,klof,gel,3,neither hand placed
graf,serum,krov,leech,3,neither hand placed
gamp,serve,gent,bell,3,neither hand placed
gamp,serve,gont,base,3,neither hand placed
gen,set,kim,climb,3,one hand placed
gen,set,kam,calm,3,one hand placed
gen,set,kaq,object,3,one hand placed
gig,set,kek,agree,3,one hand placed
gip,set,ket,but,3,one hand placed
geps,several,kebz,alien,3,neither hand placed
geps,several,gibz,military,3,neither hand placed
yodz,sew,yuts,corrupt,3,neither hand placed
spib,sewage,sted,injure,3,neither hand placed
spib,sewage,step,pus,3,neither hand placed
fed,sex,vib,behind,3,neither hand placed
fed,sex,vit,information,3,one hand placed
fed,sex,vat,body,3,one hand placed
fed,sex,vab,vibe,3,one hand placed
yarg,shack,yolk,rebel,3,neither hand placed
pets,shadow,tedz,mouse,3,neither hand placed
pets,shadow,pidz,fox,3,neither hand placed
jand,shaft,xent,ash,3,neither hand placed
jand,shaft,xont,convenient,3,neither hand placed
gemp,shake,kent,kit,3,neither hand placed
gemp,shake,gint,shame,3,neither hand placed
dop,shallow,tat,sibling,3,one hand placed
dop,shallow,tab,stable,3,one hand placed
dop,shallow,tub,tube,3,one hand placed
gint,shame,kimp,pat,3,neither hand placed
gint,shame,kend,cheat,3,neither hand placed
deps,shape,tebz,ease,3,neither hand placed
deps,shape,dibz,tiny,3,neither hand placed
half,shark,horv,ace,3,neither hand placed
bont,sharp,domp,dump,3,one hand placed
bont,sharp,pomp,nation,3,neither hand placed
bont,sharp,dand,punch,3,neither hand placed
bont,sharp,pand,upon,3,one hand placed
bont,sharp,dund,bull,3,neither hand placed
bont,sharp,bump,nasty,3,neither hand placed
bont,sharp,pund,spy,3,neither hand placed
smuj,shatter,snoC,anomaly,3,neither hand placed
smuj,shatter,snox,iodine,3,neither hand placed
yegz,shaving,yiks,stir,3,neither hand placed
mom,she,naq,always,3,neither hand placed
mom,she,nuq,bond,3,one hand placed
flof,sheath,vrov,robust,3,neither hand placed
flof,sheath,vraf,acorn,3,neither hand placed
flof,sheath,frav,compress,3,neither hand placed
flof,sheath,fruv,accumulate,3,neither hand placed
flof,sheath,vruf,mope,3,neither hand placed
Cabz,shelf,vaps,labor,3,neither hand placed
Cabz,shelf,Ceps,aha,3,neither hand placed
Cabz,shelf,vedz,covering,3,neither hand placed
Cabz,shelf,cedz,discharge,3,neither hand placed
Cabz,shelf,jedz,rack,3,neither hand placed
Cabz,shelf,zedz,session,3,neither hand placed
Cabz,shelf,vodz,beneath,3,neither hand placed
mund,shh,nont,nurse,3,neither hand placed
djop,shin,txot,loose,3,one hand placed
djop,shin,txob,smuggle,3,neither hand placed
djop,shin,txap,chip,3,one hand placed
djop,shin,txup,dart,3,neither hand placed
jegz,shiny,xeks,ultimate,3,neither hand placed
jegz,shiny,jiks,welfare,3,neither hand placed
nard,shirt,nolb,fill,3,neither hand placed
dard,shock,talb,cap,3,neither hand placed
dard,shock,dolb,birth,3,neither hand placed
dard,shock,dolt,doubt,3,one hand placed
debz,shoe,tidz,anger,3,neither hand placed
debz,shoe,dips,license,3,neither hand placed
fig,shoot,vek,filter,3,one hand placed
mubz,shop,nups,natural,3,neither hand placed
mubz,shop,nodz,account,3,neither hand placed
pups,shore,tubz,shy,3,neither hand placed
let,short,rid,read,3,one hand placed
let,short,rip,rich,3,one hand placed
let,short,rad,train,3,neither hand placed
let,short,rap,wrap,3,one hand placed
bidz,shoulder,dits,ear,3,neither hand placed
bidz,shoulder,pebz,remove,3,neither hand placed
bidz,shoulder,debz,shoe,3,neither hand placed
djux,shred,txuj,spouse,3,neither hand placed
djux,shred,txuc,wrinkle,3,neither hand placed
djux,shred,txox,dome,3,neither hand placed
xarv,shrimp,xolf,perspective,3,neither hand placed
djut,shrine,txup,dart,3,neither hand placed
djut,shrine,txud,supervise,3,neither hand placed
djut,shrine,txot,loose,3,one hand placed
flaz,shun,vrez,regulate,3,neither hand placed
flaz,shun,froC,fear,3,one hand placed
flaz,shun,vroz,patter,3,neither hand placed
ses,shut,zaz,gun,3,neither hand placed
pliq,siege,trim,stance,3,neither hand placed
pliq,siege,treq,deceit,3,neither hand placed
pliq,siege,prem,exterior,3,neither hand placed
pliq,siege,pren,retain,3,neither hand placed
vadz,signature,vets,toss,3,neither hand placed
vadz,signature,vots,visual,3,neither hand placed
beks,silence,pegz,holiday,3,neither hand placed
beks,silence,degz,spare,3,neither hand placed
beks,silence,bigz,curious,3,neither hand placed
borf,silent,dolv,deliver,3,one hand placed
borf,silent,polv,series,3,neither hand placed
borf,silent,dalf,bread,3,neither hand placed
borf,silent,darv,ruin,3,neither hand placed
borf,silent,parv,threat,3,neither hand placed
borf,silent,palf,transfer,3,neither hand placed
ford,silk,volb,serial,3,neither hand placed
ford,silk,volt,volt,3,one hand placed
ford,silk,vart,clay,3,neither hand placed
ford,silk,vald,needle,3,neither hand placed
ford,silk,varb,tale,3,neither hand placed
sav,silver,zef,couple,3,one hand placed
sav,silver,zof,against,3,one hand placed
briz,simple,pres,pressure,3,both hand placed
briz,simple,plez,scroll,3,one hand placed
liq,simulate,ren,rain,3,both hand placed
liq,simulate,rem,sing,3,one hand placed
fliz,simultaneous,vriC,wood,3,one hand placed
fliz,simultaneous,vrez,regulate,3,neither hand placed
kabz,sink,keps,liquor,3,neither hand placed
rabz,sip,reps,virtue,3,neither hand placed
gux,size,koj,violet,3,one hand placed
frab,sizzle,vred,diverse,3,neither hand placed
frab,sizzle,vrep,incorporate,3,neither hand placed
frab,sizzle,vrod,clatter,3,neither hand placed
frab,sizzle,vrop,trinket,3,neither hand placed
radj,skeleton,rotx,flavor,3,neither hand placed
smoq,skeptical,snan,cluster,3,neither hand placed
smoq,skeptical,snam,pellet,3,neither hand placed
smoq,skeptical,snum,friction,3,neither hand placed
smoq,skeptical,snun,navel,3,neither hand placed
jips,skill,xibz,scan,3,neither hand placed
jips,skill,xets,cart,3,neither hand placed
falc,skirt,vars,bargain,3,neither hand placed
falc,skirt,varf,basis,3,neither hand placed
falc,skirt,forf,announce,3,neither hand placed
falc,skirt,volf,immediate,3,neither hand placed
falc,skirt,vols,whale,3,neither hand placed
yebz,slam,yips,slack,3,neither hand placed
spet,slant,stid,alloy,3,neither hand placed
spet,slant,stad,foresee,3,neither hand placed
spet,slant,stap,gulp,3,neither hand placed
driq,sled,trem,fuzz,3,neither hand placed
driq,sled,tren,speck,3,neither hand placed
yald,sleeve,yorb,mint,3,neither hand placed
xogz,slice,xuks,worship,3,neither hand placed
valb,slim,vord,avoid,3,one hand placed
valb,slim,vorp,elephant,3,neither hand placed
gran,slit,klaq,instruct,3,neither hand placed
gran,slit,klam,tempo,3,neither hand placed
gran,slit,klen,momentum,3,neither hand placed
gran,slit,klon,buffer,3,neither hand placed
blaz,slogan,draC,idol,3,neither hand placed
blaz,slogan,drez,deliberate,3,neither hand placed
blaz,slogan,prez,grumpy,3,neither hand placed
blaz,slogan,droz,enter,3,one hand placed
yodj,slot,yutx,dose,3,neither hand placed
smox,sloth,snac,disrupt,3,neither hand placed
smox,sloth,snaj,rupture,3,neither hand placed
smox,sloth,snuj,dusk,3,neither hand placed
smox,sloth,snuc,nitrogen,3,neither hand placed
friv,slough,vref,gradual,3,neither hand placed
druf,sly,trov,acre,3,neither hand placed
smax,smash,snej,harass,3,one hand placed
smax,smash,snec,scold,3,one hand placed
smax,smash,snoc,compulsion,3,one hand placed
smax,smash,snoj,slander,3,one hand placed
plof,smear,trov,acre,3,neither hand placed
plof,smear,prav,wedge,3,neither hand placed
plof,smear,pruv,prove,3,one hand placed
plof,smear,truf,transparent,3,neither hand placed
lug,smell,rok,sell,3,neither hand placed
smok,smoke,snag,strive,3,one hand placed
grin,snatch,klim,icon,3,neither hand placed
grin,snatch,klen,momentum,3,neither hand placed
plox,snob,trax,revive,3,neither hand placed
plox,snob,trux,crumb,3,neither hand placed
blav,snoop,draC,idol,3,neither hand placed
blav,snoop,draf,insert,3,neither hand placed
blav,snoop,prev,compatible,3,neither hand placed
blav,snoop,drev,nipple,3,neither hand placed
blav,snoop,plef,stem,3,neither hand placed
blav,snoop,brof,crater,3,neither hand placed
blav,snoop,plof,smear,3,neither hand placed
blav,snoop,prov,spade,3,neither hand placed
spen,snort,stiq,squish,3,neither hand placed
spen,snort,stim,steam,3,one hand placed
spen,snort,stam,ignite,3,neither hand placed
spen,snort,staq,toil,3,neither hand placed
smum,snug,snoq,diagram,3,neither hand placed
smum,snug,snon,lewd,3,neither hand placed
bol,so,dar,length,3,neither hand placed
glog,soak,klak,clock,3,one hand placed
glog,soak,krag,node,3,one hand placed
falk,sober,varg,lemon,3,neither hand placed
falk,sober,forg,dummy,3,neither hand placed
smiz,socket,sneC,swarm,3,neither hand placed
blov,sodium,drof,proportion,3,neither hand placed
blov,sodium,plaf,oblige,3,neither hand placed
blov,sodium,braf,sarcastic,3,neither hand placed
blov,sodium,prav,wedge,3,neither hand placed
blov,sodium,bruf,absent,3,neither hand placed
