english,english_parts,tune,tune_parts,joiner,parts,whole,where,kind
talkable,"talk + able",takaifip,"tak + fip",ai,2,yes,compound,verdict
talkative,"talk + like",takailak,"tak + lak",ai,2,yes,sense,verdict
talky,"talk + like",takaulak,"tak + lak",au,2,yes,affix,verdict
tambourine,"shake + drum",gempaidrum,"gemp + drum",ai,2,yes,sense,verdict
tangible,"touch + able",tatxaifip,"tatx + fip",ai,2,yes,sense,verdict
tank,"big + liquid + container",brataikridaiweps,"brat + krid + weps",ai,3,yes,sense,verdict
taper,"tap + agent",hoftauyug,"hoft + yug",au,2,yes,affix,verdict
tartrate,"tartaric + salt",,"? + tigz",ai,2,no,judged,verdict
tasty,"taste + like",testaulak,"test + lak",au,2,yes,affix,verdict
taunt,"mock + provoke",dovaiblac,"dov + blac",ai,2,yes,sense,verdict
taxation,"tax + act",hubzaiyez,"hubz + yez",ai,2,yes,judged,verdict
taxi,"taximeter cab",,"?",ai,1,no,clipping,verdict
teacher,"teach + agent",titxauyug,"titx + yug",au,2,yes,affix,verdict
tech,"technology",,"?",ai,1,no,clipping,verdict
technical,"technique + of",,"? + yov",ai,2,no,judged,verdict
techniques,"technique + many",,"? + mav",ai,2,no,judged,verdict
technology,"craft + study",yabzainedz,"yabz + nedz",ai,2,yes,sense,verdict
telepathy,"far + mind + talk",zadaimanaitak,"zad + man + tak",ai,3,yes,sense,verdict
telephone,"far + talk + machine",zadaitakaixin,"zad + tak + xin",ai,3,yes,sense,verdict
telescope,"far + see + tool",zadaivisaitul,"zad + vis + tul",ai,3,yes,sense,verdict
temple,"worship + building",,"xuks + ?",ai,2,no,sense,verdict
temporal,"time + of",kalaiyov,"kal + yov",ai,2,yes,judged,verdict
tenable,"ten + able",feCaufip,"feC + fip",au,2,yes,affix,verdict
tenant,"ten + agent",feCauyug,"feC + yug",au,2,yes,affix,verdict
tender,"tend + agent",vagzauyug,"vagz + yug",au,2,yes,affix,verdict
tendon,"muscle + cord",suftaiCesk,"suft + Cesk",ai,2,yes,sense,verdict
tennis,"racket + ball + sport",jorvaibralaipudj,"jorv + bral + pudj",ai,3,yes,sense,verdict
tenth,"ten + order",feCainord,"feC + nord",ai,2,yes,sense,verdict
terminal,"end + station",,"guv + ?",ai,2,no,sense,verdict
terminate,"end + make",guvaimek,"guv + mek",ai,2,yes,sense,verdict
termination,"terminate + act",,"? + yez",ai,2,no,judged,verdict
termite,"wood + ant",vriCaiyolv,"vriC + yolv",ai,2,yes,sense,verdict
terrace,"flat + step + land",flataitipailan,"flat + tip + lan",ai,3,yes,sense,verdict
terrain,"land + shape",lanaideps,"lan + deps",ai,2,yes,sense,verdict
terrestrial,"land + live",lanaikib,"lan + kib",ai,2,yes,sense,verdict
terrible,"fear + able",froCaifip,"froC + fip",ai,2,yes,sense,verdict
territory,"rule + land",neskailan,"nesk + lan",ai,2,yes,sense,verdict
tessellation,"tile + pattern",txivaijom,"txiv + jom",ai,2,yes,sense,verdict
testimony,"witness + word",nitxaidat,"nitx + dat",ai,2,yes,sense,verdict
textile,"weave + thing",worvainiv,"worv + niv",ai,2,yes,judged,verdict
theft,"steal + act",muksaiyez,"muks + yez",ai,2,yes,sense,verdict
theirs,"grammar",,"?",au,1,no,grammar,verdict
them,"grammar",,"?",au,1,no,grammar,verdict
themselves,"grammar",,"?",au,1,no,grammar,verdict
theorem,"prove + claim",pruvaiklem,"pruv + klem",ai,2,yes,sense,verdict
therapeutic,"therapy + of",tundaiyov,"tund + yov",ai,2,yes,judged,verdict
thermal,"heat + of",hitaiyov,"hit + yov",ai,2,yes,judged,verdict
they,"the + like",danaulak,"dan + lak",au,2,yes,affix,verdict
thickening,"thick + make + act",sespaimekaiyez,"sesp + mek + yez",ai,3,yes,judged,verdict
thicket,"thick + tree + group",sespaidipaihip,"sesp + dip + hip",ai,3,yes,sense,verdict
thickness,"thick + ness",,"sesp + ?",ai,2,no,judged,verdict
third,"three + order",suCainord,"suC + nord",ai,2,yes,sense,verdict
thirsty,"thirst + like",hostaulak,"host + lak",au,2,yes,affix,verdict
thirty,"three + ten",suCaifeC,"suC + feC",ai,2,yes,sense,verdict
thistle,"thorn + weed",rargaivalf,"rarg + valf",ai,2,yes,sense,verdict
thoracic,"thorax + of",,"? + yov",ai,2,no,judged,verdict
thorax,"middle + body + region",madaivatairoqk,"mad + vat + roqk",ai,3,yes,sense,verdict
thought,"think + act",ciqkaiyez,"ciqk + yez",ai,2,yes,sense,verdict
thousandth,"thousand + order",metxainord,"metx + nord",ai,2,yes,sense,verdict
threaten,"threat + make",parvaumek,"parv + mek",au,2,yes,affix,verdict
thrifty,"thrift + like",,"? + lak",au,2,no,affix,verdict
throne,"king + seat",,"fub + ?",ai,2,no,sense,verdict
throughput,"output + rate",bipaibagz,"bip + bagz",ai,2,yes,sense,verdict
thug,"violent + intimidate + agent",volzaiklixaiyug,"volz + klix + yug",ai,3,yes,sense,verdict
tidy,"tide + like",juqkaulak,"juqk + lak",au,2,yes,affix,verdict
tier,"level + layer",nitsaigrof,"nits + grof",ai,2,yes,sense,verdict
tiger,"stripe + wild + cat",smogaiwaldaiklat,"smog + wald + klat",ai,3,yes,sense,verdict
tilapia,"lake + fish",galsaifrix,"gals + frix",ai,2,yes,sense,verdict
timeout,"time + end",kalaiguv,"kal + guv",ai,2,yes,sense,verdict
tipping point,"cascade + threshold",framaidroq,"fram + droq",ai,2,yes,sense,verdict
tired,"tire + done",,"vetx + ?",au,2,no,affix,verdict
titan,"giant + god",dudjaigad,"dudj + gad",ai,2,yes,sense,verdict
toad,"wart + frog",snudairan,"snud + ran",ai,2,yes,sense,verdict
tolerance,"tolerate + act",Calbauyez,"Calb + yez",au,2,yes,affix,verdict
topic,"top + like",sukaulak,"suk + lak",au,2,yes,affix,verdict
torque,"turn + force",kakairos,"kak + ros",ai,2,yes,sense,verdict
torsion,"twist + stress",vitsaihisp,"vits + hisp",ai,2,yes,sense,verdict
tortoise,"land + turtle",lanaikagz,"lan + kagz",ai,2,yes,sense,verdict
torus,"ring + solid",ropaisold,"rop + sold",ai,2,yes,sense,verdict
totem,"kin + sign",westaisaqk,"west + saqk",ai,2,yes,sense,verdict
touching,"touch + act",tatxauyez,"tatx + yez",au,2,yes,affix,verdict
touchy,"offense + easy + take",kotxaitoksaitek,"kotx + toks + tek",ai,3,yes,sense,verdict
tourism,"tour + ism",,"dedz + ?",ai,2,no,judged,verdict
tourist,"tour + agent",dedzauyug,"dedz + yug",au,2,yes,affix,verdict
toward,"to + oriented",,"mib + ?",ai,2,no,sense,verdict
tower,"tow + agent",yepsauyug,"yeps + yug",au,2,yes,affix,verdict
toxin,"toxic + thing",rugzainiv,"rugz + niv",ai,2,yes,sense,verdict
trabecular,"trabecula + of",,"? + yov",ai,2,no,judged,verdict
trachea,"air + tube",lesaitub,"les + tub",ai,2,yes,sense,verdict
tradition,"trade + act",tredauyez,"tred + yez",au,2,yes,affix,verdict
train,"fire + cart",foraixets,"for + xets",ai,2,yes,sense,verdict
trammel,"move + restrain",,"muv + ?",ai,2,no,sense,verdict
transaction,"trade + act",tredaiyez,"tred + yez",ai,2,yes,sense,verdict
transcription,"transcribe + act",,"? + yez",ai,2,no,judged,verdict
transform,"across + form",roqaununt,"roq + nunt",au,2,yes,prefix,verdict
transformation,"transform + act",plobauyez,"plob + yez",au,2,yes,affix,verdict
transient,"transit + like",djetailak,"djet + lak",ai,2,yes,judged,verdict
transitive,"chain + relation",lipaiwort,"lip + wort",ai,2,yes,sense,verdict
translation,"translate + act",litxauyez,"litx + yez",au,2,yes,affix,verdict
translucent,"part + transparent",partaitruf,"part + truf",ai,2,yes,sense,verdict
transmission,"transmit + act",dretaiyez,"dret + yez",ai,2,yes,sense,verdict
transport,"across + port",roqauhups,"roq + hups",au,2,yes,prefix,verdict
transportation,"transport + act",,"? + yez",ai,2,no,judged,verdict
transporter,"transport + thing",,"? + niv",ai,2,no,judged,verdict
transverse,"across + turn",roqaikak,"roq + kak",ai,2,yes,judged,verdict
traumatic,"trauma + of",kaqkaiyov,"kaqk + yov",ai,2,yes,judged,verdict
tray,"trace + like",tresaulak,"tres + lak",au,2,yes,affix,verdict
treacherous,"betray + likely",xedzaibemp,"xedz + bemp",ai,2,yes,sense,verdict
treatment,"treat + act",nidzauyez,"nidz + yez",au,2,yes,affix,verdict
treaty,"treat + like",nidzaulak,"nidz + lak",au,2,yes,affix,verdict
trial,"try + like",zokaulak,"zok + lak",au,2,yes,affix,verdict
triangular,"triangle + of",traqaiyov,"traq + yov",ai,2,yes,judged,verdict
tributary,"branch + river",lumainarv,"lum + narv",ai,2,yes,sense,verdict
trickery,"trick + practice",trikainalp,"trik + nalp",ai,2,yes,sense,verdict
triple,"three + fold",suCaifold,"suC + fold",ai,2,yes,sense,verdict
troublemaker,"trouble + make + agent",zezaimekaiyug,"zez + mek + yug",ai,3,yes,sense,verdict
trouser,"leg + cloth",legzaicorv,"legz + corv",ai,2,yes,sense,verdict
trout,"stream + fish",xutsaifrix,"xuts + frix",ai,2,yes,sense,verdict
truth,"true + nature",nufainep,"nuf + nep",ai,2,yes,sense,verdict
tsunami,"big + sea + wave",brataimalcaiwev,"brat + malc + wev",ai,3,yes,sense,verdict
tuber,"thick + root",sespaifebz,"sesp + febz",ai,2,yes,sense,verdict
tubercle,"small + bump",smalaibamp,"smal + bamp",ai,2,yes,sense,verdict
tuberculosis,"tubercle + state",,"? + dom",ai,2,no,judged,verdict
tubular,"tube + of",tubaiyov,"tub + yov",ai,2,yes,judged,verdict
tubule,"tube + small",tubaismal,"tub + smal",ai,2,yes,judged,verdict
tufted,"tuft + done",,"? + ?",ai,2,no,judged,verdict
tulip,"cup + flower",nipsaiflor,"nips + flor",ai,2,yes,sense,verdict
tundra,"cold + plain",koldaipind,"kold + pind",ai,2,yes,sense,verdict
tuning,"tune + act",kipauyez,"kip + yez",au,2,yes,affix,verdict
turbulent,"flow + irregular",,"sunt + ?",ai,2,no,sense,verdict
turner,"turn + one",kakaizan,"kak + zan",ai,2,yes,judged,verdict
turnip,"round + root",mapsaifebz,"maps + febz",ai,2,yes,sense,verdict
turquoise,"blue + gem",bulaiblod,"bul + blod",ai,2,yes,sense,verdict
tweet,"bird + beep",baxaibrip,"bax + brip",ai,2,yes,sense,verdict
twelfth,"twelve + order",mopainord,"mop + nord",ai,2,yes,sense,verdict
twentieth,"twenty + order",,"? + nord",ai,2,no,sense,verdict
twenty,"two + ten",dobaifeC,"dob + feC",ai,2,yes,sense,verdict
twice,"two + fold",dobaifold,"dob + fold",ai,2,yes,sense,verdict
twig,"small + branch",smalailum,"smal + lum",ai,2,yes,sense,verdict
typhoon,"sea + cyclone",,"malc + ?",ai,2,no,sense,verdict
tyranny,"cruel + rule",tutxainesk,"tutx + nesk",ai,2,yes,sense,verdict
ulceration,"ulcer + act",bligaiyez,"blig + yez",ai,2,yes,judged,verdict
umbilical,"navel + of",snunaiyov,"snun + yov",ai,2,yes,judged,verdict
unable,"not + able",masaufip,"mas + fip",au,2,yes,prefix,verdict
unavailable,"not + available",masaubisk,"mas + bisk",au,2,yes,prefix,verdict
unbind,"not + bind",masaubin,"mas + bin",au,2,yes,prefix,verdict
unbounded,"bound + without",tudjaiCev,"tudj + Cev",ai,2,yes,sense,verdict
uncertain,"not + certain",masausart,"mas + sart",au,2,yes,prefix,verdict
uncertainty,"uncertain + nature",preqainep,"preq + nep",ai,2,yes,sense,verdict
uncle,"parent + sibling",sasaitat,"sas + tat",ai,2,yes,sense,verdict
unconscious,"not + conscious",masautiv,"mas + tiv",au,2,yes,prefix,verdict
uncover,"not + cover",masaukov,"mas + kov",au,2,yes,prefix,verdict
undead,"dead + animate",,"tis + ?",ai,2,no,sense,verdict
undershoot,"fall + short + target",zurailetaibim,"zur + let + bim",ai,3,yes,sense,verdict
understandable,"understand + able",dasaifip,"das + fip",ai,2,yes,compound,verdict
underworld,"under + world",betaiwold,"bet + wold",ai,2,yes,sense,verdict
uneven,"not + even",masaupev,"mas + pev",au,2,yes,prefix,verdict
unfair,"not + fair",masaurom,"mas + rom",au,2,yes,prefix,verdict
unhappy,"not + happy",masaukeq,"mas + keq",au,2,yes,prefix,verdict
unicorn,"one + horn + horse",zanaipeksaihors,"zan + peks + hors",ai,3,yes,sense,verdict
uniformity,"uniform + nature",badjaunep,"badj + nep",au,2,yes,affix,verdict
unity,"unit + like",galpaulak,"galp + lak",au,2,yes,affix,verdict
university,"universe + nature",julaunep,"jul + nep",au,2,yes,affix,verdict
unjust,"not + just",masaibof,"mas + bof",ai,2,yes,sense,verdict
unknowable,"know + impossible",,"num + ?",ai,2,no,sense,verdict
unknown,"not + known",masauxef,"mas + xef",au,2,yes,prefix,verdict
unlike,"not + like",masaulak,"mas + lak",au,2,yes,prefix,verdict
unlikely,"not + likely",masaubemp,"mas + bemp",au,2,yes,prefix,verdict
unlink,"not + link",masaulik,"mas + lik",au,2,yes,prefix,verdict
unlock,"not + lock",masaumols,"mas + mols",au,2,yes,prefix,verdict
unmove,"not + move",masaumuv,"mas + muv",au,2,yes,prefix,verdict
unpleasant,"not + pleasant",,"mas + ?",au,2,no,prefix,verdict
unpredictable,"not + predictable",,"mas + ?",au,2,no,prefix,verdict
unrelated,"not + related",,"mas + ?",au,2,no,prefix,verdict
unsatisfiable,"not + satisfy + able",masaiyarzaifip,"mas + yarz + fip",ai,3,yes,sense,verdict
unstable,"not + stable",masautab,"mas + tab",au,2,yes,prefix,verdict
untangle,"not + tangle",masauspuv,"mas + spuv",au,2,yes,prefix,verdict
untie,"not + tie",masaunotx,"mas + notx",au,2,yes,prefix,verdict
untouch,"not + touch",masautatx,"mas + tatx",au,2,yes,prefix,verdict
untreat,"not + treat",masaunidz,"mas + nidz",au,2,yes,prefix,verdict
unverify,"not + verify",masauvurf,"mas + vurf",au,2,yes,prefix,verdict
unwant,"not + want",masauwant,"mas + want",au,2,yes,prefix,verdict
upper,"up + agent",tedauyug,"ted + yug",au,2,yes,affix,verdict
upward,"up + oriented",,"ted + ?",ai,2,no,sense,verdict
urinate,"urine + make",cidjaimek,"cidj + mek",ai,2,yes,sense,verdict
urn,"ash + pot",praxaibunt,"prax + bunt",ai,2,yes,sense,verdict
us,"grammar",,"?",au,1,no,grammar,verdict
useful,"use + full",yuzauvup,"yuz + vup",au,2,yes,affix,verdict
useless,"use + without",yuzauCev,"yuz + Cev",au,2,yes,affix,verdict
user,"use + agent",yuzaiyug,"yuz + yug",ai,2,yes,sense,verdict
usually,"usual + manner",gaftaukuq,"gaft + kuq",au,2,yes,affix,verdict
utensil,"eat + tool",gabaitul,"gab + tul",ai,2,yes,sense,verdict
uterine,"uterus + of",trudaiyov,"trud + yov",ai,2,yes,judged,verdict
utility,"use + ness",,"yuz + ?",ai,2,no,judged,verdict
utilization,"utilize + act",,"? + yez",ai,2,no,judged,verdict
vaccination,"vaccine + act",,"? + yez",ai,2,no,judged,verdict
vagabond,"wander + home + without + agent",yempaihomaiCevaiyug,"yemp + hom + Cev + yug",ai,4,yes,sense,verdict
vaginal,"vagina + of",ralbaiyov,"ralb + yov",ai,2,yes,judged,verdict
validate,"valid + make",djijaimek,"djij + mek",ai,2,yes,sense,verdict
valor,"brave + nature",brevainep,"brev + nep",ai,2,yes,sense,verdict
valuable,"value + able",valaufip,"val + fip",au,2,yes,affix,verdict
vandal,"vandalize + agent",,"? + yug",ai,2,no,sense,verdict
vandalize,"vandal + make",,"? + mek",au,2,no,affix,verdict
vanish,"van + like",nidjaulak,"nidj + lak",au,2,yes,affix,verdict
vanity,"van + nature",nidjaunep,"nidj + nep",au,2,yes,affix,verdict
variability,"variable + ness",,"var + ?",ai,2,no,judged,verdict
variable,"vary + able",stuxaifip,"stux + fip",ai,2,yes,sense,verdict
variance,"spread + measure",dendaiyaj,"dend + yaj",ai,2,yes,sense,verdict
variant,"vary + kind",stuxainab,"stux + nab",ai,2,yes,sense,verdict
variation,"various + act",,"? + yez",au,2,no,affix,verdict
variety,"vary + nature",stuxainep,"stux + nep",ai,2,yes,sense,verdict
various,"vary + like",stuxailak,"stux + lak",ai,2,yes,sense,verdict
vascular,"vessel + of",vesaiyov,"ves + yov",ai,2,yes,judged,verdict
vasculature,"vessel + ness",,"ves + ?",ai,2,no,judged,verdict
vase,"flower + pot",floraibunt,"flor + bunt",ai,2,yes,sense,verdict
veal,"young + cow + meat",zenaivaqkaimak,"zen + vaqk + mak",ai,3,yes,sense,verdict
venison,"deer + meat",xarsaimak,"xars + mak",ai,2,yes,sense,verdict
venom,"inject + poison",blujaiborz,"bluj + borz",ai,2,yes,sense,verdict
venomous,"venom + bear",,"? + nuqk",ai,2,no,sense,verdict
ventilation,"ventilate + act",,"? + yez",ai,2,no,judged,verdict
ventral,"belly + of",blinaiyov,"blin + yov",ai,2,yes,judged,verdict
ventricular,"ventricle + of",,"? + yov",ai,2,no,judged,verdict
venus,"love + planet",lavaiglob,"lav + glob",ai,2,yes,sense,verdict
verb,"action + term",kiqaitod,"kiq + tod",ai,2,yes,sense,verdict
verdict,"judge + word",wepaidat,"wep + dat",ai,2,yes,sense,verdict
vertebra,"spine + bone",spanaibrod,"span + brod",ai,2,yes,sense,verdict
vertebrate,"spine + animal",spanaizul,"span + zul",ai,2,yes,sense,verdict
vertex,"corner + point",muftaileC,"muft + leC",ai,2,yes,sense,verdict
vestibular,"vestibule + of",,"? + yov",ai,2,no,judged,verdict
veterinary,"vet + of",,"? + yov",ai,2,no,judged,verdict
vibration,"vibrate + act",spaxauyez,"spax + yez",au,2,yes,affix,verdict
villain,"bad + person",futainar,"fut + nar",ai,2,yes,sense,verdict
vindictive,"persist + revenge + want",spimaiteftaiwant,"spim + teft + want",ai,3,yes,sense,verdict
vineyard,"grape + field",grepaigor,"grep + gor",ai,2,yes,sense,verdict
violation,"violate + act",priqauyez,"priq + yez",au,2,yes,affix,verdict
violence,"violate + act",priqauyez,"priq + yez",au,2,yes,affix,verdict
violent,"violate + agent",priqauyug,"priq + yug",au,2,yes,affix,verdict
virtuous,"virtue + like",repsaulak,"reps + lak",au,2,yes,affix,verdict
visceral,"viscera + of",,"? + yov",ai,2,no,judged,verdict
viscosity,"viscous + ness",,"? + ?",ai,2,no,judged,verdict
viscous,"flow + resist",suntaizist,"sunt + zist",ai,2,yes,sense,verdict
visible,"see + able",visaifip,"vis + fip",ai,2,yes,sense,verdict
visualize,"visual + make",votsaumek,"vots + mek",au,2,yes,affix,verdict
vitreous,"glass + of",malzaiyov,"malz + yov",ai,2,yes,judged,verdict
vocabulary,"term + set",todaigig,"tod + gig",ai,2,yes,sense,verdict
vocal,"voice + of",vozaiyov,"voz + yov",ai,2,yes,judged,verdict
volatile,"change + sudden + strong",xunaigolzailiv,"xun + golz + liv",ai,3,yes,sense,verdict
volcanic,"volcano + of",,"? + yov",ai,2,no,judged,verdict
volcano,"fire + mountain",foraimot,"for + mot",ai,2,yes,sense,verdict
volleyball,"net + ball + sport",hiftaibralaipudj,"hift + bral + pudj",ai,3,yes,sense,verdict
volumetric,"volume + of",Caftaiyov,"Caft + yov",ai,2,yes,judged,verdict
volunteer,"will + agent",xiqaiyug,"xiq + yug",ai,2,yes,judged,verdict
vortex,"flow + rotate",suntaitxub,"sunt + txub",ai,2,yes,sense,verdict
vowel,"open + sound",zarkaisam,"zark + sam",ai,2,yes,sense,verdict
vulgar,"common + coarse",nobzaisnic,"nobz + snic",ai,2,yes,sense,verdict
vulture,"dead + eat + eagle",tisaigabaivotx,"tis + gab + votx",ai,3,yes,sense,verdict
walrus,"tusk + seal",,"? + hodj",ai,2,no,sense,verdict
wanderer,"wander + agent",yempaiyug,"yemp + yug",ai,2,yes,sense,verdict
wane,"shrink",vorv,"vorv",ai,1,yes,sense,verdict
warmth,"warm + nature",wemainep,"wem + nep",ai,2,yes,sense,verdict
warning,"warn + act",bespauyez,"besp + yez",au,2,yes,affix,verdict
warrant,"war + agent",gekauyug,"gek + yug",au,2,yes,affix,verdict
was,"grammar",,"?",au,1,no,grammar,verdict
waterbody,"water + body",waCaivat,"waC + vat",ai,2,yes,compound,verdict
watercourse,"water + course",waCaitig,"waC + tig",ai,2,yes,compound,verdict
waterfall,"water + fall",waCaizur,"waC + zur",ai,2,yes,compound,verdict
waterproof,"water + block",waCaigiks,"waC + giks",ai,2,yes,sense,verdict
watershed,"water + gather + land",waCaigaCailan,"waC + gaC + lan",ai,3,yes,sense,verdict
wavelength,"wave + length",wevaidar,"wev + dar",ai,2,yes,compound,verdict
weaken,"weak + make",slokaumek,"slok + mek",au,2,yes,affix,verdict
weakness,"weak + ness",,"slok + ?",ai,2,no,judged,verdict
wealth,"rich + nature",ripainep,"rip + nep",ai,2,yes,sense,verdict
weary,"wear + like",waraulak,"war + lak",au,2,yes,affix,verdict
weathering,"break + down + place + expose",geqaidotainadaiCebz,"geq + dot + nad + Cebz",ai,4,yes,sense,verdict
weaver,"weave + agent",worvaiyug,"worv + yug",ai,2,yes,sense,verdict
weber,"web + agent",xendauyug,"xend + yug",au,2,yes,affix,verdict
wedding,"wed + act",blojauyez,"bloj + yez",au,2,yes,affix,verdict
weevil,"grain + beetle",,"letx + ?",ai,2,no,sense,verdict
weight,"weigh + measure",Cendaiyaj,"Cend + yaj",ai,2,yes,sense,verdict
were,"grammar",,"?",au,1,no,grammar,verdict
werewolf,"human + wolf + change",dramaiwolfaixun,"dram + wolf + xun",ai,3,yes,sense,verdict
westward,"west + oriented",,"web + ?",ai,2,no,sense,verdict
wetland,"wet + land",gegzailan,"gegz + lan",ai,2,yes,sense,verdict
whinny,"horse + call",horsaikar,"hors + kar",ai,2,yes,sense,verdict
