term,gloss,forms,occurrences
"preparing","preparing; arranging",2,4
"city","A city of Caria and once the chief seat of the Leleges",3,4
"clam","large mussel or clam",3,4
"drinker","a receiver, imbiber",3,4
"crossing","crossing",3,4
"high","very elevated, lofty, high",3,4
"refuge","refuge, shelter",2,4
"smear","to smear all over",2,4
"chick","the young of the crane",3,4
"fish","the Fish, Piscis Austrinus (constellation)",2,4
"fishy","full of or teeming with fish",2,4
"pine","of or from the pine",3,4
"applause","applause, cheers",2,4
"livy","Livy",3,4
"drinking","drinking",3,4
"extended","Having been stretched forth; having been extended.",2,4
"extension","A prolonging, extension.",3,4
"gloomy","gloomy, cloudy",3,4
"slanderous","slanderous",3,4
"deprive","to deprive, bereave [with accusative 'someone' and genitive 'something']",3,4
"cleanse","to clean, cleanse, clear, purge, purify",2,4
"to complain","to complain",2,4
"restored","returned, restored",3,4
"restoration","restoration, renewal",3,4
"town","a town in Cisalpine Gaul situated between Regium and Parma",3,4
"town","a town in Lombardia, now Robbio or Retorbido**",2,4
"arrow","an arrow, shaft, bolt",2,4
"saliva","spittle, saliva",2,4
"saddle","A saddle for horses",3,4
"calmer","nominative/accusative/voc /Obama neuter singular of sedātior",2,4
"plant","to plant, sow",3,4
"serving","serving, (as a servant or slave)",3,4
"affection","love, affection; especially of parents and children",3,4
"former","former (one who forms)",3,4
"arch","the arch of the foot",2,4
"handle","to handle, touch",3,4
"adventurer","bold, adventurous person",2,4
"barber","a female hair cutter, barber",3,4
"departing","departing; leaving; abandoning; forsaking; quitting",3,4
"tribal","tribal",3,4
"giver","a giver, imparter",3,4
"utterly","to the very bottom, to the uttermost, utterly",4,4
"precisely","precisely",4,4
"iconic","representing a figure, portrait-like",4,4
"river","A river that flows into the Persian Gulf, mentioned by Pliny",4,4
"to buzz","to buzz",4,4
"bladder","bladder, bubble",4,4
"standing","causing to stand, coming to a standstill, rest",4,4
"separation","separation, divorce",4,4
"becoming","A process of becoming (growing or increasing in the trait specified by the prefixed stem).",4,4
"rodent","A small rodent or similar animal",4,4
"pour","to pour out, shed",4,4
"garment","garment",4,4
"book","book",4,4
"measured","having measured, estimated",4,4
"biting","biting, gnawing",4,4
"enthusiastic","having been done with zeal or enthusiasm.",4,4
"conceal","to cover, hide, conceal",4,4
"stubborn","stubborn, obstinate",4,4
"itch","an itching, itch",4,4
"how","by what means, how",4,4
"removing","separating, removing",4,4
"study","study",4,4
"transfer","a legal transfer of property",1,3
"approach","to go or come toward, approach, reach",1,3
"accuser","accuser, plaintiff",1,3
"flawless","flawless",1,3
"acoustic","acoustic",1,3
"joiner","A person who adds, joins, unites",1,3
"bite","a biting at, a bite, having been bitten",1,3
"convey","to bear, carry, convey or bring to or towards a place",1,3
"grouped","grouped, agminate",1,3
"folly","irrational conduct or action; nonsense, folly",1,3
"transform","to change or alter throughout or completely, transform",1,3
"city","an ancient city in Etruria, in modern Italy",1,3
"disputed","having argued with",1,3
"town","a town in Istria situated near the course of the Arsia, now Albona",1,3
"bitterly","bitterly, spitefully; with bitterness",1,3
"angle","bend; angle",1,3
"similarity","analogy, similarity",1,3
"vain","windy (empty and lacking substance), good for nothing, in vain",1,3
"decay","decline, decay",1,3
"king","A Germanic king, who made war against Caesar",1,3
"city","a city of Boeotia situated not far from Orchomenus",1,3
"assigned","assigned",1,3
"assault","an assault",1,3
"region","an ancient region in modern Iran, now known as Bisotun",1,3
"river","a river in Africa, now the Medjerda",1,3
"lake","A lake of Thessaly situated near Mount Ossa",1,3
"to mean","to mean",1,3
"town","A town of the Aedui in Gallia Lugdunensis, situated on the west bank of the Arar",1,3
"laugh","to laugh loudly or immoderately; to cachinnate",1,3
"river","A river of Drangiana mentioned by Pliny",1,3
"river","a river in Cilicia, now the Göksu",1,3
"city","A city of the Decapolis mentioned by Pliny",1,3
"grasp","to strive eagerly after, snatch at any thing",1,3
"bondage","captivity, bondage",1,3
"city","a city in Cappadocia situated not far from Tyana",1,3
"causal","causal",1,3
"caution","caution",1,3
"mocked","having jeered, mocked, satirized",1,3
"certificate","certificate",1,3
"chaos","alternative letter-case form of Chaos",1,3
"mixing","a mixing",1,3
"fence","a fence, hedge, enclosure",1,3
"comforter","consoler, comforter (one who consoles or comforts)",1,3
"correct","to correct (set right)",1,3
"loaned","lent, loaned, having been loaned",1,3
"desire","to desire, long for",1,3
"condemner","a person who condemns",1,3
"remove","to take away, diminish, remove, withdraw, (with dative) detract from",1,3
"steep","broken, precipitous, steep",1,3
"lodger","lodger, guest",1,3
"fight","to fight, battle or attack",1,3
"mat","mat made of rush used for sleeping on",1,3
"estimating","estimating",1,3
"pain","extreme or unbearable pain",1,3
"boiling","boiling up or over",1,3
"sauce","A sauce",1,3
"footing","that on which one goes or steps",1,3
"to lie","to lie",1,3
"energy","energy",1,3
"breaking","breaking, bursting",1,3
"hopeful","hopeful; cheerful",1,3
"faint","weakened, exhausted, breathless or weak with emotion",1,3
"interpreter","explainer, interpreter",1,3
"roaring","roaring, growling",1,3
"break","to break (something) to pieces",1,3
"name","name of several different mythological characters",1,3
"boasted","having boasted, bragged",1,3
"critical","judging by rule; fit to judge of or skilled in a thing",1,3
"burdening","burdening, weighing down, oppressing",1,3
"hut","hut, hovel",1,3
"capture","capture, conquest",1,3
"primer","elementary instruction, an elementary treatise",1,3
"sand","fine sand, a grain of sand",1,3
"tribe","A tribe of Gallia Narbonensis, which bordered on the Arverni",1,3
"similar","of like or similar form",1,3
"agreeing","in agreement, of one mind [with dative 'with']",1,3
"garden","of or belonging to a garden",1,3
"guest","a lodger, guest",1,3
"burying","burying",1,3
"health","health",1,3
"strainer","filter, colander, strainer",1,3
"free","loosed, free",1,3
"ironic","mocking, ironical",1,3
"negative","negative, consisting of denial",1,3
"accused","accused, blamed, having been charged",1,3
"instrument","An instrument, tool, utensil",1,3
"envy","envy, grudge, grudging, jealousy, prejudice, spite",1,3
"roll","to roll to or upon something",1,3
"blameless","blameless, without blame",1,3
"die","to die in or upon (+ dative or (rarely) + in + ablative)",1,3
"just","that acts justly",1,3
"aid","to help, aid",1,3
"town","a town in Dalmatia, mentioned by Pliny",1,3
"saw","third-person dual aorist active indicative of ὁράω (horáō)",1,3
"admire","to wonder at; to admire",1,3
"fragile","easily torn or lacerated",1,3
"nursing","suckling, milking",1,3
"strike","to strike, collide, hurt",1,3
"trumpeter","a clarionblower, a military trumpeter",1,3
"speaker","speaker, talker",1,3
"struggle","to struggle, strive, contend",1,3
"cook","cook",1,3
"city","an ancient city of the Salentini in Calabria, situated between Tarentum and Lupiae",1,3
"sacrifice","to render as an offering",1,3
"melancholy","melancholy, atrabiliousness",1,3
"river","a river of Magna Graecia",1,3
"sail","contracted second/third-person dual present active indicative of πλέω (pléō)",1,3
"metaphor","a metaphor",1,3
"brief","short, brief (duration), momentary",1,3
"tribe","An ancient tribe among the earliest inhabitants of southern Italy",1,3
"womanly","womanly",1,3
"borrowed","having borrowed, obtained on loan",1,3
"wicked","sinful, wicked",1,3
"river","A river of Pontus, mentioned by Pliny",1,3
"river","A river of Illyria mentioned by Pliny",1,3
"hospital","infirmary, hospital",1,3
"learned","versed in tales or stories; learned, erudite",1,3
"warning","admonition, warning",1,3
"nursing","that suckles or nurses",1,3
"contradicting","having spoken against someone or something; having interrupted a speaker, interjected",1,3
"blocking","the act of closing up by building; a blocking up.",1,3
"faithless","of little faith",1,3
"village","small town, village",1,3
"baker","a female baker",1,3
"open","to open, break open",1,3
"river","A river in Epirus mentioned by Livy",1,3
"sharer","a sharer, partaker",1,3
"town","a small town in Caria situated on the east side of Mount Latmus",1,3
"tribe","A tribe of Illyria settled in a mountainous district",1,3
"to enter","to enter",1,3
"mouth","the mouth of a vessel",1,3
"offspring","that which is borne, fruit of the womb",1,3
"tribe","A Celtic tribe of Aquitania, whose capital was Limonum",1,3
"basin","A basin, a washbasin",1,3
"greed","greediness, greed, avarice",1,3
"promised","promised, guaranteed",1,3
"town","A Volscian small town situated near Corioli",1,3
"clerk","secretary, registrar; clerk",1,3
"sweet","very sweet, luscious",1,3
"original","original (from the beginning)",1,3
"guiding","soul-guiding, -conducting",1,3
"rosy","shame-colored, blushing, ruddy, rosy",1,3
"festival","A festival held in honor of the goddess Minerva, held on the fifth day after the Ides.",1,3
"swift","swift, rapid",1,3
"stretch","to stretch out; to strain",1,3
"recovered","recovered",1,3
"bar","bolt or bar for a door; restraint, limit",1,3
"refuted","refuted, disproved",1,3
"king","A king of Armenia",1,3
"sacrificer","Someone who conducts a sacrifice, sacrificer, sacrificing priest.",1,3
"bird","some kind of small bird",1,3
"stony","of rock or stone, stone-",1,3
"roughness","roughness, ruggedness",1,3
"wicked","wicked, scelerous",1,3
"severing","severing, separation",1,3
"later","later, slower",1,3
"title","the title of a comedy by Plautus",1,3
"to log","to fell timber; to procure wood",1,3
"compact","dense, solid, holding together, fastened",1,3
"stability","stability, steadiness, immovability",1,3
"prickly","consisting of prickles or goads",1,3
"model","model, example, sample",1,3
"collection","a bringing together, collecting, contribution",1,3
"team","a pair of horses",1,3
"silent","silent (without speaking)",1,3
"question","to ask or inquire insistently, frequently or eagerly",1,3
"town","A town in the south of Thrace where the Trausi attacked the Roman army",1,3
"town","a town of Pontus near the mouth of the Thermodon",1,3
"river","A river of Venetia which flows into the Adriatic Sea between Aquileia and Tergeste",1,3
"thundering","thundering (epithet of Jupiter)",1,3
"piercer","piercer",1,3
"quietness","quietness, calmness, stillness, tranquillity, serenity",1,3
"speech","speech, utterance, language, discourse",1,3
"chief","chief of a tribe",1,3
"to drive","to drive",1,3
"tribe","A Celtic tribe of Gallia Lugdunensis, whose chief town was Rotomagus",1,3
"breeze","a slight wind, breeze",1,3
"tribe","A tribe of Gallia Narbonensis",1,3
"garment","garment, robe, article of clothing",1,3
"vintage","of or pertaining to the grape harvest",1,3
"flavor","the flavor of wine",1,3
"to grow","to grow",1,3
"jealousy","jealousy",1,3
"painting","the art of painting",1,3
"pitch","Tar or pitch that is mixed with wax, which was scraped off from ships.",1,3
"box","chest, box",1,3
"beer","Combining form of beer.",1,3
"boundless","bottomless, boundless",2,3
"salad","that which is prepared with oil and vinegar; vinaigrette seasoned vegetables, salad greens; hence salad",2,3
"ring","ring or hoop, passed round the joint of the spearhead and shaft",2,3
"pain","physical pain, irritation",2,3
"aggressive","aggressive",2,3
"gather","to collect, gather",2,3
"escort","escort (group of people or vehicles, generally armed, who go with a person or people of importance to safeguard them on a journey or mission)",2,3
"consumer","a (female) consumer",2,3
"turn","to turn round; to roll; to wind",2,3
"gem","A gem used in hydromancy",2,3
"rule","to rule, be lord (over)",2,3
"flowery","flowery",2,3
"fatherless","not having a father; without a father",2,3
"openly","openly, clearly, plainly",2,3
"suddenly","unawares, of a sudden",2,3
"plowing","of or for plowing, plow-",2,3
"bread","a cake or loaf of wheat bread",2,3
"city","a city in Hispania Baetica, now Medina Sidonia",2,3
"scatter","to scatter or strew something or someone",2,3
"yellow","jaundiced, yellow",2,3
"genuine","original, genuine, authentic",2,3
"independent","subject only to one's own laws, independent (of people and states)",2,3
"proper","proper, becoming",2,3
"town","an ancient Berber town that became a colony of Mauretania Tingitana founded by Augustus on the river Subur",2,3
"star","The star γ Orionis in the constellation Orion.",2,3
"modal","pertaining to a mode",2,3
"grease","to grease, rub with oil",2,3
"flatterer","flatterer",2,3
"god","The name of a god worshipped in Bithynia",2,3
