word,kind,described,traits,name,why
lushiensis,epithet,"Of Lushi, a county in the Funiu mountains of western Henan, narrow valleys between wooded ridges with the Luo river running through.","narrow valleys between wooded ridges; a river running through; western Henan","wood + ridge + valley","The county name carries a surname, so the valleys and wooded ridges are described instead."
hongkongense,epithet,"Of Hong Kong. 香港 is fragrant-harbour, a deep sheltered anchorage among steep green islands, named for the incense wood once shipped out of it.","a deep sheltered harbour among steep green islands; the fragrant harbour","scent + harbour","The Chinese name is two characters that both carry sense and together name the place by what it smelled of and what it was for."
luofuense,epithet,"Of Luofu, a wet warm granite range standing by itself above the Guangdong plain, long a retreat for hermits and the site of old temples.","a granite range standing by itself above a plain; wet and warm; hermits and temples","alone + mountain","The same range as boluoensis, which sits at its foot, and a mountain standing out of flat country is what both names point at."
dabieshanense,epithet,"Of the Dabie. 大别山 is great-parting mountain, the range that separates the Yangtze country from the Huai plain, wooded on both flanks.","the range that parts two river countries; wooded on both flanks; the great parting","great + part + range","The Chinese name says what the range does, which is divide one river's country from another's, and that is its whole significance."
taipingshanianum,epithet,"Of Taiping. 太平山 is great-peace mountain, a high forested ridge in north-east Taiwan under almost permanent cloud, old cypress on its slopes.","a high forested ridge under almost permanent cloud; old cypress; the great peace mountain","great + peace + mountain","Three characters that each carry sense and read straight through."
bashanense,epithet,"Of the Daba. 巴山 is the range walling the Sichuan basin from the north, deep wet valleys cut into its southern flank.","the range walling a basin from the north; deep wet valleys on its southern flank","wall + north + range","The Chinese carries an old state's name, so the range is described by what it does: it shuts the basin off from the north."
chengkouense,epithet,"Of Chengkou. 城口 is wall-mouth, a county at a gap in the Daba mountains where the only road through the range passes.","a gap in a mountain wall; the only road through; the wall's mouth","wall + mouth","The Chinese name is a picture of the place: the opening in a mountain barrier that everything must pass through."
tongjiangense,epithet,"Of Tongjiang. 通江 is through-river, a county named for the water that runs clear through the limestone hills rather than around them.","a river running through limestone hills; the through river","through + river","Both characters carry sense and together name the river's behaviour, which is what the county is called for."
bawangensis,epithet,"Of Bawangling, a rainforest ridge in western Hainan, one of the last stands of lowland tropical forest on the island and the refuge of its rarest gibbon.","a rainforest ridge; one of the last stands of lowland tropical forest; a refuge","last + forest + ridge","The Chinese names an old overlord. What the ridge is, the last of a forest that covered the island, is the fact worth carrying."
tiaoloensis,epithet,"Of Diaoluoshan, a wet mountain in south-east Hainan where cloud sits on the forest most days and the streams run all year.","cloud sitting on the forest most days; streams running all year; a wet mountain in Hainan","cloud + wet + mountain","The Chinese sounds out an old name. The permanent cloud and running water are what the mountain is and why its forest survives."
mushaensis,epithet,"Of Musha. 霧社 is fog-village, a settlement high in the central mountains of Taiwan where cloud fills the valley for most of the morning.","cloud filling the valley most mornings; high in the central mountains; the fog village","fog + village","The Japanese-era name is two characters that both mean something, and the fog is genuinely what the place is like."
chatienshanianum,epithet,"Of Chatianshan. 插天山 is pierce-heaven mountain, a sharp ridge in northern Taiwan standing up out of cloud forest so steeply it looks driven into the sky.","a sharp ridge standing out of cloud forest; so steep it looks driven upward; the sky-piercing mountain","pierce + sky + mountain","The Chinese name is a picture of the peak's shape seen from below and reads literally."
tawushanianum,epithet,"Of Dawushan. 大武山 is great-warrior mountain, the highest peak of southern Taiwan, standing alone above everything around it.","the highest peak of southern Taiwan; standing alone above everything near it; the great warrior","great + alone + peak","The Chinese honours a warrior, so the peak is described by what it is: the high point standing clear of its neighbours."
wugangensis,epithet,"Of Wugang, a county of low wooded hills and terraced valleys in south-western Hunan, wet and warm with bamboo on every slope.","low wooded hills and terraced valleys; wet and warm; bamboo on every slope; south-west Hunan","bamboo + hill + valley","The Chinese carries an old military name. The bamboo hills are what the county looks like and what it lives on."
atlantica,epithet,"Of the Atlantic, the great ocean between the old world and the new, and of the coasts and mountains standing on its eastern shore where the weather comes off the water all year.","the great ocean between two worlds; weather off the water all year; its eastern coasts and mountains","great + sea + coast","The name is a titan's. What the word points at is an ocean and the wet coasts facing it, which is a fact about the water."
