word,domains,heads,where
saxophone,3,21,"noun.artifact tool.artifact music"
shakers,3,21,"noun.group tool.artifact agriculture"
speciosa,3,21,"noun.plant medicine.mesh agriculture"
syenite,3,21,"geology.rock medicine.mesh tool.artifact"
tmem,3,21,"disease medicine.all medicine.mesh"
variegata,3,21,"noun.plant medicine.mesh agriculture"
warmers,3,21,"medicine.mesh tool.artifact clothing"
abietis,3,20,"noun.animal medicine.mesh agriculture"
airplanes,3,20,"medicine.mesh tool.artifact agriculture"
antihelix,3,20,"anatomy medicine.sign medicine.all"
californiensis,3,20,"noun.animal medicine.mesh agriculture"
cinnamomea,3,20,"medicine.all medicine.mesh agriculture"
cubensis,3,20,"medicine.mesh tool.artifact agriculture"
dentatus,3,20,"noun.animal medicine.mesh agriculture"
donovani,3,20,"medicine.all medicine.mesh agriculture"
exilis,3,20,"noun.animal medicine.mesh agriculture"
goldenrod,3,20,"noun.plant medicine.all medicine.mesh"
hypermobility,3,20,"disease medicine.sign medicine.mesh"
medaka,3,20,"disease medicine.all medicine.mesh"
medals,3,20,"medicine.mesh tool.artifact clothing"
megaterium,3,20,"medicine.all medicine.mesh agriculture"
mixers,3,20,"medicine.mesh tool.artifact agriculture"
neolithic,3,20,"noun.time adj.pert tool.artifact"
peregrina,3,20,"noun.plant medicine.mesh agriculture"
phonograph,3,20,"noun.artifact tool.artifact music"
simulans,3,20,"medicine.all medicine.mesh agriculture"
splendens,3,20,"noun.plant medicine.mesh agriculture"
stencil,3,20,"noun.artifact verb.creation tool.artifact"
toxoid,3,20,"noun.substance medicine.all medicine.mesh"
trichome,3,20,"anatomy plant-part medicine.mesh"
agonists,2,7743,"medicine.mesh agriculture"
zebrafish,2,2549,"medicine.all medicine.mesh"
ylurea,2,753,"chemistry medicine.mesh"
ylacetamide,2,665,"chemistry medicine.mesh"
cpd,2,425,"medicine.all medicine.mesh"
ylbenzamide,2,418,"chemistry medicine.mesh"
ylbutanamide,2,351,"chemistry medicine.mesh"
mesylate,2,288,"medicine.all medicine.mesh"
methylurea,2,261,"chemistry medicine.mesh"
hydrobromide,2,259,"medicine.all medicine.mesh"
ylpropanamide,2,220,"chemistry medicine.mesh"
phenylurea,2,212,"chemistry medicine.mesh"
carbonitrile,2,198,"chemistry medicine.mesh"
drawings,2,184,"tool.artifact agriculture"
mirna,2,183,"medicine.all medicine.mesh"
olide,2,177,"chemistry medicine.mesh"
propylurea,2,167,"chemistry medicine.mesh"
azd,2,164,"medicine.all medicine.mesh"
gsk,2,147,"medicine.all medicine.mesh"
paclitaxel,2,147,"medicine.all medicine.mesh"
massiliensis,2,135,"medicine.all medicine.mesh"
cyclodextrin,2,134,"medicine.all medicine.mesh"
phosphocholine,2,131,"chemistry medicine.mesh"
nidulans,2,127,"medicine.mesh agriculture"
dpyrimidine,2,124,"chemistry medicine.mesh"
propenamide,2,120,"chemistry medicine.mesh"
tosylate,2,117,"medicine.all medicine.mesh"
triazole,2,117,"chemistry medicine.mesh"
trione,2,115,"chemistry medicine.mesh"
sargramostim,2,108,"medicine.all medicine.mesh"
cutters,2,106,"tool.artifact agriculture"
antagonists,2,101,"medicine.mesh agriculture"
naphthoquinone,2,100,"noun.substance medicine.mesh"
oxadiazole,2,100,"chemistry medicine.mesh"
crassa,2,99,"medicine.mesh agriculture"
discoideum,2,98,"medicine.mesh agriculture"
ylmethanone,2,88,"chemistry medicine.mesh"
ylethanone,2,86,"chemistry medicine.mesh"
terrae,2,81,"medicine.all medicine.mesh"
dictyostelium,2,79,"medicine.mesh agriculture"
hydrazone,2,78,"medicine.all medicine.mesh"
dienone,2,74,"chemistry medicine.mesh"
trihydrate,2,74,"medicine.all medicine.mesh"
aestuarii,2,70,"medicine.mesh agriculture"
etoposide,2,70,"medicine.all medicine.mesh"
kda,2,69,"medicine.all medicine.mesh"
tpq,2,66,"disease medicine.all"
siamensis,2,65,"medicine.mesh agriculture"
benzimidazole,2,63,"chemistry medicine.mesh"
fingerholes,2,62,"tool.artifact music"
nitroimidazole,2,61,"chemistry medicine.mesh"
carbaldehyde,2,60,"chemistry medicine.mesh"
australiensis,2,59,"medicine.mesh agriculture"
imine,2,58,"chemistry medicine.mesh"
quinazolinone,2,58,"chemistry medicine.mesh"
autoleucel,2,57,"medicine.all medicine.mesh"
cabinets,2,57,"medicine.all tool.artifact"
syringae,2,57,"medicine.mesh agriculture"
thuringiensis,2,57,"medicine.mesh agriculture"
landforms,2,56,"tool.artifact agriculture"
monoacetate,2,56,"medicine.all medicine.mesh"
paintings,2,56,"medicine.mesh tool.artifact"
dtpa,2,55,"medicine.all medicine.mesh"
dextran,2,54,"medicine.all medicine.mesh"
halophilus,2,54,"medicine.mesh agriculture"
koreensis,2,54,"medicine.mesh agriculture"
meliloti,2,54,"medicine.mesh agriculture"
tetrol,2,54,"chemistry medicine.mesh"
rosae,2,52,"medicine.mesh agriculture"
apyridine,2,51,"chemistry medicine.mesh"
demethylase,2,51,"medicine.all medicine.mesh"
pliers,2,51,"noun.artifact tool.artifact"
excipient,2,50,"disease medicine.all"
uncomplicated,2,50,"adj.all medicine.all"
dihydrodiol,2,49,"medicine.all medicine.mesh"
purpuratus,2,49,"medicine.mesh agriculture"
pelite,2,48,"geology.rock tool.artifact"
hemisuccinate,2,47,"medicine.all medicine.mesh"
rituximab,2,46,"medicine.all medicine.mesh"
trastuzumab,2,46,"medicine.all medicine.mesh"
vedotin,2,46,"medicine.all medicine.mesh"
aquaticus,2,45,"noun.animal medicine.mesh"
carboline,2,45,"chemistry medicine.mesh"
scraper,2,45,"noun.artifact tool.artifact"
tetrahydrate,2,45,"medicine.all medicine.mesh"
topotecan,2,45,"medicine.all medicine.mesh"
burners,2,44,"tool.artifact agriculture"
falpha,2,44,"medicine.all medicine.mesh"
halophila,2,44,"medicine.mesh agriculture"
hcl,2,44,"medicine.all medicine.mesh"
thiazolidinone,2,44,"chemistry medicine.mesh"
adipate,2,43,"medicine.all medicine.mesh"
capsulatus,2,43,"medicine.mesh agriculture"
gemcitabine,2,42,"medicine.all medicine.mesh"
groupings,2,42,"medicine.all tool.artifact"
trusses,2,42,"medicine.mesh tool.artifact"
carbohydrazide,2,41,"chemistry medicine.mesh"
elsewhere,2,41,"adv.all medicine.all"
nitrobenzamide,2,41,"chemistry medicine.mesh"
flexneri,2,40,"medicine.all medicine.mesh"
nicotinate,2,40,"medicine.all medicine.mesh"
similis,2,40,"medicine.mesh agriculture"
synechocystis,2,40,"medicine.mesh agriculture"
ium,2,39,"chemistry medicine.mesh"
mitoxantrone,2,39,"medicine.all medicine.mesh"
portraits,2,39,"medicine.mesh tool.artifact"
recorders,2,39,"tool.artifact agriculture"
triene,2,39,"chemistry medicine.mesh"
dicarboxamide,2,38,"chemistry medicine.mesh"
immunotoxin,2,38,"medicine.all medicine.mesh"
jacks,2,38,"noun.act tool.artifact"
pini,2,38,"medicine.mesh agriculture"
butene,2,37,"noun.substance medicine.mesh"
cys,2,37,"medicine.all medicine.mesh"
decanoate,2,37,"medicine.all medicine.mesh"
dihydrobromide,2,37,"medicine.all medicine.mesh"
leguminosarum,2,37,"medicine.mesh agriculture"
microspora,2,37,"medicine.mesh agriculture"
octreotide,2,37,"medicine.all medicine.mesh"
pamoate,2,37,"medicine.all medicine.mesh"
vise,2,37,"noun.artifact tool.artifact"
cyclohexylurea,2,36,"chemistry medicine.mesh"
glu,2,36,"medicine.all medicine.mesh"
quinolone,2,36,"medicine.all medicine.mesh"
sulfamate,2,36,"medicine.all medicine.mesh"
vinorelbine,2,36,"medicine.all medicine.mesh"
aerophone,2,35,"tool.artifact music"
dimethacrylate,2,35,"medicine.all medicine.mesh"
gingivalis,2,35,"medicine.all medicine.mesh"
glycinamide,2,35,"medicine.all medicine.mesh"
minuta,2,35,"medicine.mesh agriculture"
nitroaniline,2,35,"chemistry medicine.mesh"
pyridazinone,2,35,"chemistry medicine.mesh"
sphaeroides,2,35,"medicine.mesh agriculture"
timonensis,2,35,"medicine.all medicine.mesh"
brachytherapy,2,34,"medicine.all medicine.mesh"
colorant,2,34,"environment tool.artifact"
deoxythymidine,2,34,"noun.substance medicine.mesh"
idiophone,2,34,"tool.artifact music"
mobilis,2,34,"medicine.mesh agriculture"
naphthyridine,2,34,"chemistry medicine.mesh"
parasitica,2,34,"medicine.mesh agriculture"
pegol,2,34,"medicine.all medicine.mesh"
sacchari,2,34,"medicine.mesh agriculture"
filgrastim,2,33,"medicine.all medicine.mesh"
ylphenol,2,33,"chemistry medicine.mesh"
caffeate,2,32,"medicine.all medicine.mesh"
mallow,2,32,"noun.plant tool.artifact"
mononitrate,2,32,"medicine.all medicine.mesh"
reinhardtii,2,32,"medicine.mesh agriculture"
thiazolamine,2,32,"chemistry medicine.mesh"
augers,2,31,"tool.artifact agriculture"
carboxaldehyde,2,31,"chemistry medicine.mesh"
lactide,2,31,"noun.substance medicine.mesh"
oxazolone,2,31,"chemistry medicine.mesh"
printers,2,31,"medicine.all tool.artifact"
quinolinone,2,31,"chemistry medicine.mesh"
tetrazole,2,31,"chemistry medicine.mesh"
thiazolone,2,31,"chemistry medicine.mesh"
virescens,2,31,"medicine.mesh agriculture"
ylbenzonitrile,2,31,"chemistry medicine.mesh"
zeae,2,31,"medicine.mesh agriculture"
zelandiae,2,31,"noun.animal medicine.mesh"
aerophones,2,30,"tool.artifact music"
bipyridine,2,30,"disease medicine.mesh"
deserti,2,30,"medicine.mesh agriculture"
dicarbonitrile,2,30,"chemistry medicine.mesh"
dinitrate,2,30,"medicine.all medicine.mesh"
disulfate,2,30,"medicine.all medicine.mesh"
honeysuckle,2,30,"noun.plant tool.artifact"
martensii,2,30,"medicine.mesh agriculture"
microgranite,2,30,"geology.rock tool.artifact"
rollers,2,30,"tool.artifact agriculture"
subunits,2,30,"medicine.all medicine.mesh"
valerate,2,30,"medicine.all medicine.mesh"
deoxyglucose,2,29,"medicine.all medicine.mesh"
ifosfamide,2,29,"medicine.all medicine.mesh"
incb,2,29,"medicine.all medicine.mesh"
isobutyrate,2,29,"medicine.all medicine.mesh"
medi,2,29,"medicine.all medicine.mesh"
nitrophenol,2,29,"chemistry medicine.mesh"
trisphosphate,2,29,"medicine.all medicine.mesh"
ylpyridine,2,29,"chemistry medicine.mesh"
oncogenes,2,28,"medicine.all medicine.mesh"
pyrrolidone,2,28,"medicine.all medicine.mesh"
stereoisomer,2,28,"noun.substance medicine.mesh"
delq,2,27,"disease medicine.all"
dialdehyde,2,27,"medicine.all medicine.mesh"
methylsulfate,2,27,"medicine.all medicine.mesh"
microliter,2,27,"physics.unit medicine.all"
projector,2,27,"noun.artifact tool.artifact"
acetylcysteine,2,26,"medicine.all medicine.mesh"
bisphosphonate,2,26,"medicine.all medicine.mesh"
cinnamate,2,26,"medicine.all medicine.mesh"
cpyridine,2,26,"chemistry medicine.mesh"
dimaleate,2,26,"medicine.all medicine.mesh"
graminicola,2,26,"medicine.mesh agriculture"
heptahydrate,2,26,"medicine.all medicine.mesh"
methoxyflavone,2,26,"medicine.all medicine.mesh"
pivalate,2,26,"medicine.all medicine.mesh"
pyrrolidinone,2,26,"chemistry medicine.mesh"
rakes,2,26,"tool.artifact agriculture"
tetraol,2,26,"medicine.all medicine.mesh"
tetraxetan,2,26,"medicine.all medicine.mesh"
benzopyran,2,25,"chemistry medicine.mesh"
dipropionate,2,25,"medicine.all medicine.mesh"
indazole,2,25,"chemistry medicine.mesh"
maleimide,2,25,"medicine.all medicine.mesh"
polylysine,2,25,"medicine.all medicine.mesh"
prolyl,2,25,"medicine.all medicine.mesh"
rgd,2,25,"medicine.all medicine.mesh"
bquinoline,2,24,"chemistry medicine.mesh"
clavata,2,24,"medicine.mesh agriculture"
discharges,2,24,"medicine.sign tool.artifact"
fermentans,2,24,"medicine.all medicine.mesh"
fquinoline,2,24,"medicine.all medicine.mesh"
linoleate,2,24,"medicine.all medicine.mesh"
monosulfate,2,24,"medicine.all medicine.mesh"
naphthalimide,2,24,"medicine.all medicine.mesh"
quercina,2,24,"medicine.mesh agriculture"
roretzi,2,24,"medicine.mesh agriculture"
smegmatis,2,24,"medicine.all medicine.mesh"
tretinoin,2,24,"medicine.all medicine.mesh"
abenzimidazole,2,23,"chemistry medicine.mesh"
butyrolactone,2,23,"chemistry medicine.mesh"
enterprises,2,23,"tool.artifact agriculture"
ethers,2,23,"medicine.mesh agriculture"
gska,2,23,"medicine.all medicine.mesh"
idarubicin,2,23,"medicine.all medicine.mesh"
idiophones,2,23,"tool.artifact music"
interstitium,2,23,"anatomy disease"
lathe,2,23,"noun.artifact tool.artifact"
pyridinone,2,23,"chemistry medicine.mesh"
vindesine,2,23,"medicine.all medicine.mesh"
asn,2,22,"medicine.all medicine.mesh"
chordophones,2,22,"tool.artifact music"
dimesylate,2,22,"medicine.all medicine.mesh"
dipeptidase,2,22,"medicine.all medicine.mesh"
glycyl,2,22,"medicine.sign medicine.mesh"
leucinamide,2,22,"chemistry medicine.mesh"
methoxyphenol,2,22,"chemistry medicine.mesh"
muelleri,2,22,"medicine.mesh agriculture"
pecoma,2,22,"disease medicine.all"
pyrimidinamine,2,22,"chemistry medicine.mesh"
rubi,2,22,"medicine.mesh agriculture"
separators,2,22,"tool.artifact agriculture"
thiouridine,2,22,"chemistry medicine.mesh"
vaccinii,2,22,"medicine.mesh agriculture"
accidentally,2,21,"adv.all medicine.all"
arabinoside,2,21,"medicine.all medicine.mesh"
brackets,2,21,"medicine.mesh tool.artifact"
butylphenol,2,21,"chemistry medicine.mesh"
dryers,2,21,"tool.artifact agriculture"
gowns,2,21,"medicine.mesh tool.artifact"
investigator,2,21,"noun.person medicine.all"
maris,2,21,"medicine.mesh music"
oxaliplatin,2,21,"medicine.all medicine.mesh"
pathologist,2,21,"noun.person medicine.all"
permease,2,21,"medicine.all medicine.mesh"
proteases,2,21,"medicine.mesh agriculture"
pyrazolone,2,21,"chemistry medicine.mesh"
pyriformis,2,21,"anatomy medicine.mesh"
realist,2,21,"noun.person tool.artifact"
sebacate,2,21,"medicine.all medicine.mesh"
ylmethanol,2,21,"chemistry medicine.mesh"
alni,2,20,"medicine.mesh agriculture"
antarcticum,2,20,"medicine.mesh agriculture"
aplysia,2,20,"noun.animal medicine.mesh"
aptamer,2,20,"medicine.all medicine.mesh"
benzoxadiazole,2,20,"chemistry medicine.mesh"
bleomycin,2,20,"medicine.all medicine.mesh"
buoys,2,20,"tool.artifact agriculture"
coumarate,2,20,"chemistry medicine.mesh"
enoate,2,20,"chemistry medicine.mesh"
euphorbiae,2,20,"medicine.mesh agriculture"
evaluator,2,20,"noun.person medicine.all"
hydroxyurea,2,20,"medicine.all medicine.mesh"
lactoside,2,20,"medicine.all medicine.mesh"
laurate,2,20,"medicine.all medicine.mesh"
leucyl,2,20,"medicine.all medicine.mesh"
methylaniline,2,20,"chemistry medicine.mesh"
oblimersen,2,20,"medicine.all medicine.mesh"
phenylacetate,2,20,"medicine.all medicine.mesh"
phenylthiourea,2,20,"chemistry medicine.mesh"
tannate,2,20,"medicine.all medicine.mesh"
teniposide,2,20,"medicine.all medicine.mesh"
veils,2,20,"tool.artifact agriculture"
viticola,2,20,"medicine.mesh agriculture"
weft,2,20,"noun.artifact tool.artifact"
udcs,1,415,"geology.rock"
mmus,1,152,"cell"
nitroanilide,1,111,"medicine.mesh"
nmcga,1,107,"medicine.all"
sediminis,1,97,"medicine.mesh"
bindings,1,94,"tool.artifact"
moldings,1,90,"tool.artifact"
sepharose,1,78,"medicine.mesh"
quilts,1,77,"tool.artifact"
oxanylurea,1,74,"chemistry"
benches,1,71,"tool.artifact"
painters,1,71,"tool.artifact"
methylase,1,70,"medicine.mesh"
phenanthroline,1,68,"medicine.mesh"
psammite,1,66,"geology.rock"
semipelite,1,65,"geology.rock"
thailandica,1,65,"medicine.mesh"
yunnanensis,1,63,"medicine.mesh"
xylopyranoside,1,62,"medicine.mesh"
oate,1,61,"medicine.mesh"
fixtures,1,60,"tool.artifact"
overexpression,1,60,"medicine.all"
halotolerans,1,59,"medicine.mesh"
litoralis,1,57,"medicine.mesh"
ratiopharm,1,57,"medicine.mesh"
furanone,1,56,"medicine.mesh"
oxyl,1,56,"medicine.mesh"
dolls,1,55,"tool.artifact"
naphthylamide,1,55,"medicine.mesh"
nmcgt,1,55,"medicine.all"
lignicola,1,53,"medicine.mesh"
nmcag,1,53,"medicine.all"
endophytica,1,52,"medicine.mesh"
ginsengisoli,1,51,"medicine.mesh"
hangers,1,51,"tool.artifact"
methylamide,1,51,"medicine.mesh"
nmcct,1,51,"medicine.all"
nmcgc,1,51,"medicine.all"
rhizosphaerae,1,51,"medicine.mesh"
taiwanensis,1,51,"medicine.mesh"
wrenches,1,51,"tool.artifact"
coelicolor,1,48,"medicine.mesh"
subscore,1,48,"medicine.all"
thiol,1,48,"medicine.mesh"
methylcoumarin,1,46,"medicine.mesh"
rhamnoside,1,46,"medicine.mesh"
xanthus,1,46,"medicine.mesh"
diiodide,1,45,"medicine.mesh"
dwellings,1,45,"tool.artifact"
logmar,1,45,"medicine.sign"
nmcdel,1,44,"medicine.all"
testers,1,44,"tool.artifact"
pistols,1,43,"tool.artifact"
isoxazolylurea,1,42,"chemistry"
methiodide,1,42,"medicine.mesh"
ylamine,1,42,"medicine.mesh"
thermophila,1,41,"medicine.mesh"
cupboards,1,40,"tool.artifact"
scrapers,1,40,"tool.artifact"
terricola,1,40,"medicine.mesh"
eucalyptorum,1,39,"medicine.mesh"
ome,1,38,"medicine.mesh"
timepoint,1,38,"medicine.all"
nle,1,37,"medicine.mesh"
candlesticks,1,36,"tool.artifact"
microgabbro,1,36,"geology.rock"
ylthioethanone,1,36,"chemistry"
acaciae,1,35,"medicine.mesh"
caprolactone,1,35,"medicine.mesh"
designers,1,35,"tool.artifact"
gvhd,1,34,"medicine.all"
nmctc,1,34,"medicine.all"
subcategory,1,34,"medicine.all"
typefaces,1,34,"tool.artifact"
caeni,1,33,"medicine.mesh"
flasks,1,33,"tool.artifact"
hongkongensis,1,33,"medicine.mesh"
photoprints,1,33,"tool.artifact"
triflate,1,33,"medicine.mesh"
amphorae,1,32,"tool.artifact"
bambusae,1,32,"medicine.mesh"
bookcases,1,32,"tool.artifact"
musae,1,32,"medicine.mesh"
nmcat,1,32,"medicine.all"
pandanicola,1,32,"medicine.mesh"
wallpapers,1,32,"tool.artifact"
xinjiangensis,1,32,"medicine.mesh"
bambusicola,1,31,"medicine.mesh"
cigs,1,31,"medicine.all"
humi,1,31,"medicine.mesh"
